102.000000	-28.883247	-32.424933	-19.170727	-24.836676	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.749130	0.000000
102.000000	-21.624102	12.547364	-10.984086	3.493067	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.749130	0.000000
103.000000	-7.528419	-17.027764	3.766079	6.006279	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.757077	0.000000
103.000000	-79.562632	-30.255791	-54.015375	-57.934790	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.757077	0.000000
104.000000	-48.846833	1.656776	-36.243370	-30.199692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.761402	0.000000
104.000000	4.413082	-10.774652	7.023532	-30.827995	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.761402	0.000000
105.000000	-54.710996	-38.715444	-43.465117	-61.925263	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.772069	0.000000
105.000000	-75.740454	-16.709873	-53.832120	-45.660439	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.772069	0.000000
106.000000	-2.804925	-0.366510	0.684402	4.831951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.788219	0.000000
106.000000	-33.071935	-38.240477	-23.004125	-19.166987	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.788219	0.000000
107.000000	-94.769065	-31.886387	-67.867964	-39.033336	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.793800	0.000000
107.000000	-22.805910	1.623117	-10.131389	7.049711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.793800	0.000000
108.000000	-5.295698	-24.417807	-2.157922	-5.314398	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.800607	0.000000
108.000000	-87.229427	-39.205371	-62.130958	-55.922724	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.800607	0.000000
109.000000	-56.375252	2.801185	-31.815329	-11.574990	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1660179736.816581	0.000000
